Q1,Q1_1_TEXT,Q1_2_TEXT,Q2,Q2_1_TEXT,Q2_2_TEXT,Q3,Q4,Q4_1_TEXT,Q4_2_TEXT,Q4_3_TEXT,Q5
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",Germany,LF1,"Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another),No, this policy has an end date but no new policy",,https://web.archive.org/web/20200613053431/https://www.bmi.bund.de/SharedDocs/pressemitteilungen/DE/2020/05/aenderungen-im-grenzregime.html,Jun,"Enter number 1-31 here,Enter source link for your date decision.",15,https://web.archive.org/web/20200613053431/https://www.bmi.bund.de/SharedDocs/pressemitteilungen/DE/2020/05/aenderungen-im-grenzregime.html,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",European Union,LF35,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",LF36,https://web.archive.org/web/20210129063930/https://www.consilium.europa.eu/en/press/press-releases/2020/08/07/lifting-of-travel-restrictions-council-reviews-the-list-of-third-countries/,Aug,Enter number 1-31 here,8,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",European Union,LF36,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",LF37,https://web.archive.org/web/20210317182034/https://www.consilium.europa.eu/en/press/press-releases/2020/10/22/travel-restrictions-council-reviews-the-list-of-third-countries-for-which-restrictions-should-be-lifted/,Oct,"Enter number 1-31 here,Enter source link for your date decision.",22,https://web.archive.org/web/20210317182034/https://www.consilium.europa.eu/en/press/press-releases/2020/10/22/travel-restrictions-council-reviews-the-list-of-third-countries-for-which-restrictions-should-be-lifted/,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",European Union,LF39,"Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another),No, this policy has an end date but no new policy",,https://web.archive.org/web/20210204132027/https://www.consilium.europa.eu/en/press/press-releases/2021/02/02/covid-19-council-updates-recommendation-on-travel-restrictions-from-third-countries-into-the-eu/,Feb,"Enter number 1-31 here,Enter source link for your date decision.",2,https://web.archive.org/web/20210204132027/https://www.consilium.europa.eu/en/press/press-releases/2021/02/02/covid-19-council-updates-recommendation-on-travel-restrictions-from-third-countries-into-the-eu/,,2021
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",European Union,MG42,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",LF34,https://web.archive.org/web/20200630135317/https://www.consilium.europa.eu/en/press/press-releases/2020/06/30/council-agrees-to-start-lifting-travel-restrictions-for-residents-of-some-third-countries/,Jul,"Enter number 1-31 here,Enter source link for your date decision.",1,https://web.archive.org/web/20200630135317/https://www.consilium.europa.eu/en/press/press-releases/2020/06/30/council-agrees-to-start-lifting-travel-restrictions-for-residents-of-some-third-countries/,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",Czechia,NL112,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",SN81,http://web.archive.org/web/20200723190703/https://www.mvcr.cz/mvcren/article/coronavirus-information-of-moi.aspx,Jul,"Enter number 1-31 here,Enter source link for your date decision.",20,http://web.archive.org/web/20200723190703/https://www.mvcr.cz/mvcren/article/coronavirus-information-of-moi.aspx,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",Czechia,SN80,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another),No, this policy has an end date but no new policy",NL112,http://web.archive.org/web/20200630092809/https://www.mvcr.cz/mvcren/article/coronavirus-information-of-moi.aspx,Jul,"Enter number 1-31 here,Enter source link for your date decision.",1,http://web.archive.org/web/20200630092809/https://www.mvcr.cz/mvcren/article/coronavirus-information-of-moi.aspx,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",Czechia,SN81,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another),No, this policy has an end date but no new policy",SN82,http://web.archive.org/web/20200804102535/https://www.mvcr.cz/mvcren/article/coronavirus-information-of-moi.aspx,Aug,"Enter number 1-31 here,Enter source link for your date decision.",3,http://web.archive.org/web/20200804102535/https://www.mvcr.cz/mvcren/article/coronavirus-information-of-moi.aspx,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",Czechia,SN81,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",SN82,http://web.archive.org/web/20200804102535/https://www.mvcr.cz/mvcren/article/coronavirus-information-of-moi.aspx,Aug,"Enter number 1-31 here,Enter source link for your date decision.",3,http://web.archive.org/web/20200804102535/https://www.mvcr.cz/mvcren/article/coronavirus-information-of-moi.aspx,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",Czechia,SN82,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",SN83,http://web.archive.org/web/20200826024937/https://www.mvcr.cz/mvcren/article/coronavirus-information-of-moi.aspx,Aug,"Enter number 1-31 here,Enter source link for your date decision.",24,http://web.archive.org/web/20200826024937/https://www.mvcr.cz/mvcren/article/coronavirus-information-of-moi.aspx,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",Czechia,SN83,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",SN84,http://web.archive.org/web/20200921180940/https://www.mvcr.cz/mvcren/article/coronavirus-information-of-moi.aspx,Sept,"Enter number 1-31 here,Enter source link for your date decision.",14,http://web.archive.org/web/20200921180940/https://www.mvcr.cz/mvcren/article/coronavirus-information-of-moi.aspx,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",Czechia,SN84,"Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another),No, this policy has an end date but no new policy",,http://web.archive.org/web/20201106151636/https://www.mvcr.cz/mvcren/article/coronavirus-information-of-moi.aspx,Nov,"Enter number 1-31 here,Enter source link for your date decision.",9,http://web.archive.org/web/20201106151636/https://www.mvcr.cz/mvcren/article/coronavirus-information-of-moi.aspx,,2020
